fid,SAMNumber,Name,Period,SiteType,Report,lon,lat
"137",MM247,Caerleon Legionary Fortress: Old Vicarage Garden,Roman,Legionary Fortress,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=244,"-2.95618791691015","51.6107637413782"
"138",GM056     ,Danish Camp                                                                                                                                           ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=245,"-3.7027519582057","51.5701262479751"
"139",MM239     ,Caerleon Legionary Fortress: Back Garden of No 4 Museum Street                                                                                        ,Roman,Legionary Fortress,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=246,"-2.95454020676203","51.6104209636377"
"140",MM240     ,Caerleon Legionary Fortress: Area behind Caerleon House                                                                                               ,Roman,Legionary Fortress,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=247,"-2.95312793902894","51.608968900409"
"141",MM241,"Caerleon Legionary Fortress: Town Hall Park, High Street",Roman,Legionary Fortress,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=248,"-2.95710428111045","51.6111945305245"
"142",PE279     ,Hanton Round Barrows                                                                                                                                  ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=249,"-4.92425832505201","51.7924798688261"
"143",PE469     ,Linney Deserted Medieval Village                                                                                                                      ,Medieval,Deserted Medieval Village,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=250,"-5.04222919052681","51.6296844597981"
"144",CM019     ,Napps Camp                                                                                                                                            ,Prehistoric,Promontory Fort - coastal,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=251,"-4.56763571888749","51.7392257301264"
"145",AN111,"Parys Mountain: Windmill, Engine House, Precipitation Pits and Great Opencast",Post Medieval/Modern,Tower,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=252,"-4.34350622966554","53.3868007984832"
"146",AN122,Tyddyn Sadler Hut Group,Prehistoric,Enclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=253,"-4.3821986495915","53.2366670791586"
"147",AN124     ,Pen-y-Fynwent Enclosure                                                                                                                               ,Medieval,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=254,"-4.35608760419385","53.3731718996466"
"148",AN126,Enclosed Hut Group West of Mariandyrys,Prehistoric,Enclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=255,"-4.10797760899304","53.3094343422396"
"149",AN092     ,Tre-Arddur Hut Group                                                                                                                                  ,Prehistoric,Enclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=256,"-4.6079035612756","53.2874228344149"
"150",AN094     ,Benllech Megalith: Goosehouse                                                                                                                         ,Prehistoric,Burial Chamber,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=257,"-4.22469666159303","53.3201633320973"
"151",AN096,"North Weir and Smoke Tower, Ynys Gorad Goch",Post Medieval/Modern,Fish Weir,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=258,"-4.18129391482334","53.2186979894939"
"152",AN078     ,Bodewryd Standing Stone                                                                                                                               ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=259,"-4.39779938423305","53.3846582715377"
"153",AN069     ,Maen Addwyn                                                                                                                                           ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=260,"-4.31290084362395","53.3247377877697"
"154",AN048,Dinas Cadnant Hillfort,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=261,"-4.17116030120268","53.2377766613607"
"155",AN020,Aberlleiniog Castle,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=262,"-4.07724867623128","53.2925544351429"
"156",AN021,Bodfeddan Inscribed Stone,Early Medieval,Inscribed Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=263,"-4.46500729012706","53.2428641721715"
"157",AN023,Din Llugwy Romano-British Village,Prehistoric,Enclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=264,"-4.25933267288314","53.3507361556028"
"158",AN027     ,Penmon Priory,Medieval,Priory,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=265,"-4.05682760306125","53.3055500813389"
"159",ME142,"Rhosydd Incline, Drumhouse & Tramway",Post Medieval/Modern,Tramway,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=266,"-4.00116938420122","52.9966587116294"
"160",ME130     ,Cefn Clawdd Early Settlement and Fields                                                                                                               ,Prehistoric,Field System,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=267,"-3.95044523421533","52.8850369748846"
"161",ME131     ,Hut Circle 800m West of Moelfryn-Isaf                                                                                                                 ,Prehistoric,Unenclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=268,"-3.97167227143066","52.9036831514058"
"162",ME132     ,Cwm Moch Settlement                                                                                                                                   ,Medieval,Farmstead,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=269,"-3.98721317172253","52.9069224333527"
"163",ME114     ,Cerrig Arthur Stone Circle                                                                                                                            ,Prehistoric,Stone Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=270,"-4.02869890658396","52.7502421378155"
"164",ME099,Ceunant Egryn Enclosed Settlement,Prehistoric,Enclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=271,"-4.0682312329","52.7652093279877"
"165",ME101     ,Cyfannedd-Fach Homestead                                                                                                                              ,Medieval,Platform house,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=272,"-4.02573959105493","52.6954959396955"
"166",ME104,Bryn-y-Castell Hillfort,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=273,"-3.8953768639547","52.9689271281038"
"167",ME078,Tomen y Mur,Roman,Vicus,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=274,"-3.9222279011883","52.9285436801611"
"168",ME062     ,Y Gyrn Round Cairns                                                                                                                                   ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=275,"-4.02231082716985","52.903183171335"
"169",ME063,Cefn Ddwysarn Camp,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=276,"-3.5384446840739","52.9310588269776"
"170",ME064,Byrllysg promontory fort,Prehistoric,Promontory Fort - inland,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=277,"-4.08392678912159","52.7961663186532"
"171",ME065     ,Bron-y-Foel West Burial Chamber                                                                                                                       ,Prehistoric,Chambered Long Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=278,"-4.06671083218474","52.8013021612496"
"172",ME052     ,Corwen Churchyard Cross                                                                                                                               ,Medieval,Cross,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=279,"-3.37359010911339","52.9799885766955"
"173",ME029     ,Pont Carrog                                                                                                                                           ,Post Medieval/Modern,Bridge,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=280,"-3.31925643326792","52.9834699640531"
